id,xpos,ypos,type
h_546,0.5977993711923802,0.9119766501542613,house
h_547,0.5107948737734981,0.8544585723246537,house
h_548,0.5514957825568194,0.8636133135414124,house
h_549,0.555275344302277,0.8855550090911336,house
h_550,0.3984017971208356,0.3175477865249915,house
h_551,0.5444912059928663,0.4075580422294325,house
h_552,0.6283852115166256,0.7769713889757165,house
h_553,0.6511587432553558,0.389844193587322,house
h_554,0.5177710937877599,0.45925854586798015,house
h_555,0.5557461105142256,0.4200694801813049,house
h_556,0.6027199118202092,0.616751935683529,house
h_557,0.5945429470855811,0.7122076598519932,house
h_558,0.5376981842141186,0.3401340593141826,house
h_559,0.5692908064233014,0.5532040454653775,house
h_560,0.6325856102382059,0.42005678810461605,house
h_561,0.7036996647923401,0.29357912761191507,house
h_562,0.492753854679931,0.8662893997006826,house
h_563,0.47626867906210574,0.8514662563689374,house
h_564,0.39701000119292024,0.3337245089773123,house
h_565,0.6359714365424698,0.38777511696043404,house
h_566,0.476864813971784,0.8722350837977486,house
h_567,0.5992398115555779,0.45760723519881785,house
h_568,0.3977074309970364,0.8819771941359168,house
h_569,0.19358022639448746,0.27803616035181533,house
h_570,0.88070096814213,0.3070571967984287,house
h_571,0.5397128220957222,0.3243047680422309,house
h_572,0.45825225010347326,0.865561210088785,house
h_573,0.4652258305780949,0.35406268232286797,house
h_574,0.5690598158689838,0.5231253881084024,house
h_575,0.2725435842034351,0.818590633869077,house
h_576,0.5458277967113527,0.6438710565461183,house
h_577,0.5188972716714053,0.3047063446504672,house
h_578,0.6511122059513148,0.8751377637768032,house
h_579,0.2584852819840083,0.8377410963854574,house
h_580,0.5688560173011143,0.5303172420793062,house
h_581,0.5633778213452578,0.5244694522050858,house
h_582,0.5843503805229265,0.6862281062610398,house
h_583,0.5367969691393556,0.5563417871203905,house
