id,xpos,ypos,stoppoint
n_id592,0.595322526,0.787947801,-1
n_id593,0.602709136,0.769057388,-1
n_id594,0.607708335,0.752344291,-1
n_id595,0.614870568,0.727979303,-1
n_id596,0.622561095,0.701249298,-1
n_id597,0.553818849,0.681700372,-1
n_id598,0.547582613,0.682008512,-1
n_id599,0.539211834,0.678648687,-1
n_id600,0.527565636,0.674478625,-1
n_id601,0.556049553,0.672806533,-1
n_id602,0.541855675,0.667177106,-1
n_id603,0.542421958,0.672689221,-1
n_id604,0.546843002,0.674445777,-1
n_id605,0.538167119,0.665708355,-1
n_id606,0.5338363,0.673059928,-1
n_id607,0.556748799,0.68819009,-1
n_id608,0.562828328,0.692891968,-1
n_id609,0.514860477,0.667039459,-1
n_id610,0.540408507,0.661478855,-1
n_id611,0.53592573,0.659648783,-1
n_id612,0.537194822,0.657363538,-1
n_id613,0.54411962,0.660132109,-1
n_id614,0.542896828,0.662493998,-1
n_id615,0.546840628,0.65071584,-1
n_id616,0.5430013,0.651718469,-1
n_id617,0.540767034,0.654746691,-1
n_id618,0.558285005,0.655375485,-1
n_id619,0.564250565,0.657157069,-1
n_id620,0.565986217,0.657973562,-1
n_id621,0.575829094,0.671965013,-1
n_id622,0.548472995,0.64445449,-1
n_id623,0.550264443,0.639242694,-1
n_id624,0.50609793,0.654064716,-1
n_id625,0.508157681,0.648658964,-1
n_id626,0.510102275,0.63459869,-1
n_id627,0.520294182,0.637558089,-1
n_id628,0.531625778,0.636685285,-1
n_id629,0.504738613,0.660182163,-1
n_id630,0.631105202,0.358012197,-1
n_id631,0.644884755,0.356947001,-1
n_id632,0.630083043,0.353263394,-1
n_id633,0.540141393,0.621118722,-1
n_id634,0.550970813,0.619731308,-1
n_id635,0.559121965,0.620674499,-1
n_id636,0.57467872,0.622032194,-1
n_id637,0.579358569,0.622828353,-1
n_id638,0.594103296,0.626061481,-1
n_id639,0.576757466,0.608943266,-1
n_id640,0.578448005,0.595513351,-1
n_id641,0.580240641,0.589156587,-1
n_id642,0.583094612,0.581767474,-1
n_id643,0.593217663,0.58460174,-1
n_id644,0.573114022,0.577642773,-1
n_id645,0.562459117,0.577239219,-1
n_id646,0.556100601,0.577683441,-1
n_id647,0.547167101,0.576095814,-1
n_id648,0.535494785,0.573632256,-1
n_id649,0.533467089,0.578510884,-1
n_id650,0.542879021,0.580589659,-1
n_id651,0.531679201,0.58972125,-1
n_id652,0.535213425,0.59044233,-1
n_id653,0.533218969,0.596988358,-1
n_id654,0.540654253,0.59165925,-1
n_id655,0.546188868,0.59261339,-1
n_id656,0.546835879,0.58731713,-1
n_id657,0.547457959,0.579663673,-1
n_id658,0.553080425,0.63220239,-1
n_id659,0.511319131,0.628642352,-1
n_id660,0.512641645,0.624156329,-1
n_id661,0.524348389,0.627800832,-1
n_id662,0.514022331,0.619593661,-1
n_id663,0.513388379,0.621078053,-1
n_id664,0.510053601,0.620072296,-1
n_id665,0.510585456,0.618174964,-1
n_id666,0.560674791,0.610584075,-1
n_id667,0.560963275,0.605179887,-1
n_id668,0.561330112,0.594355869,-1
n_id669,0.733182166,0.376472465,-1
n_id670,0.753945877,0.381640464,-1
n_id671,0.77512035,0.379822905,-1
n_id672,0.792662064,0.377928702,-1
n_id673,0.80151365,0.3772217,-1
n_id674,0.8044899,0.384487243,-1
n_id675,0.895619914,0.250766832,-1
n_id676,0.812616121,0.330475084,-1
n_id677,0.809359697,0.325735666,-1
n_id678,0.803765723,0.320584872,-1
n_id679,0.806977034,0.326606905,-1
n_id680,0.816581289,0.335103446,-1
n_id681,0.798602694,0.340621818,-1
n_id682,0.793953712,0.328202353,-1
n_id683,0.755864353,0.32155309,-1
n_id684,0.760749583,0.344837241,-1
n_id685,0.749996142,0.319970156,-1
n_id686,0.743041664,0.319769943,-1
n_id687,0.738095888,0.328640319,-1
n_id688,0.73521105,0.334983005,-1
n_id689,0.784785151,0.348724189,-1
n_id690,0.852455377,0.295750635,-1
n_id691,0.915719993,0.260089251,-1
n_id692,0.410516006,0.881883692,-1
n_id693,0.404004345,0.888495415,-1
