id,start,end,maxspeed,junction
l_8689,n_id7331,n_id7332,20 mph,None
l_8690,n_id7332,n_id7333,20 mph,None
l_8691,n_id7333,n_id7334,20 mph,None
l_8692,n_id7334,n_id7335,20 mph,None
l_8693,n_id2405,n_id7336,20 mph,None
l_8694,n_id7336,n_id7337,20 mph,None
l_8695,n_id7339,n_id9987,20 mph,None
l_8696,n_id9987,n_id7340,20 mph,None
l_8697,n_id7340,n_id9988,20 mph,None
l_8698,n_id9988,n_id7341,20 mph,None
l_8699,n_id7341,n_id7342,20 mph,None
l_8700,n_id5346,n_id7343,20 mph,None
l_8701,n_id7343,n_id7344,20 mph,None
l_8702,n_id7344,n_id7345,20 mph,None
l_8703,n_id7345,n_id7346,20 mph,None
l_8704,n_id7346,n_id7347,20 mph,None
l_8705,n_id7347,n_id7348,20 mph,None
l_8706,n_id7348,n_id7349,20 mph,None
l_8707,n_id7349,n_id7350,20 mph,None
l_8708,n_id7350,n_id7351,20 mph,None
l_8709,n_id7351,n_id7352,20 mph,None
l_8710,n_id7354,n_id7802,20 mph,None
l_8711,n_id7802,n_id7801,20 mph,None
l_8712,n_id7801,n_id7353,20 mph,None
l_8713,n_id7355,n_id7356,20 mph,None
l_8714,n_id7356,n_id7357,20 mph,None
l_8715,n_id7357,n_id7358,20 mph,None
l_8716,n_id6455,n_id7373,20 mph,None
l_8717,n_id7373,n_id7372,20 mph,None
l_8718,n_id7372,n_id7371,20 mph,None
l_8719,n_id7376,n_id7375,20 mph,None
l_8720,n_id7375,n_id7374,20 mph,None
l_8721,n_id7374,n_id6455,20 mph,None
l_8722,n_id7381,n_id8190,20 mph,None
l_8723,n_id8190,n_id7380,20 mph,None
l_8724,n_id7380,n_id7379,20 mph,None
l_8725,n_id7379,n_id7378,20 mph,None
l_8726,n_id7403,n_id7402,20 mph,None
l_8727,n_id7402,n_id7401,20 mph,None
l_8728,n_id7401,n_id7400,20 mph,None
l_8729,n_id7400,n_id7399,20 mph,None
l_8730,n_id7399,n_id7398,20 mph,None
l_8731,n_id7398,n_id7397,20 mph,None
l_8732,n_id7397,n_id7396,20 mph,None
l_8733,n_id7396,n_id7395,20 mph,None
l_8734,n_id7395,n_id7394,20 mph,None
l_8735,n_id7410,n_id7409,20 mph,None
l_8736,n_id7423,n_id7417,20 mph,None
l_8737,n_id7417,n_id7416,20 mph,None
l_8738,n_id7416,n_id7415,20 mph,None
l_8739,n_id7415,n_id7414,20 mph,None
l_8740,n_id7414,n_id7413,20 mph,None
l_8741,n_id7413,n_id7412,20 mph,None
l_8742,n_id7412,n_id7411,20 mph,None
l_8743,n_id7411,n_id7410,20 mph,None
l_8744,n_id7419,n_id7418,20 mph,None
l_8745,n_id7425,n_id7424,20 mph,None
l_8746,n_id7424,n_id7419,20 mph,None
l_8747,n_id7419,n_id7423,20 mph,None
l_8748,n_id7423,n_id7422,20 mph,None
l_8749,n_id7422,n_id7421,20 mph,None
l_8750,n_id7421,n_id7420,20 mph,None
l_8751,n_id7446,n_id7431,20 mph,None
l_8752,n_id7431,n_id7430,20 mph,None
l_8753,n_id7430,n_id7429,20 mph,None
l_8754,n_id7429,n_id7428,20 mph,None
l_8755,n_id7428,n_id7427,20 mph,None
l_8756,n_id7427,n_id7433,20 mph,None
l_8757,n_id4272,n_id7441,20 mph,None
l_8758,n_id7441,n_id7434,20 mph,None
l_8759,n_id7434,n_id7440,20 mph,None
l_8760,n_id7440,n_id7439,20 mph,None
l_8761,n_id7439,n_id7438,20 mph,None
l_8762,n_id7438,n_id7437,20 mph,None
l_8763,n_id7437,n_id7436,20 mph,None
l_8764,n_id7436,n_id7426,20 mph,None
l_8765,n_id7426,n_id7435,20 mph,None
l_8766,n_id7444,n_id7443,20 mph,None
l_8767,n_id7445,n_id7403,20 mph,None
l_8768,n_id7403,n_id7442,20 mph,None
l_8769,n_id7442,n_id7444,20 mph,None
l_8770,n_id7453,n_id7452,20 mph,None
l_8771,n_id7465,n_id7464,20 mph,None
l_8772,n_id7464,n_id7463,20 mph,None
l_8773,n_id7463,n_id7462,20 mph,None
l_8774,n_id7462,n_id7461,20 mph,None
l_8775,n_id7461,n_id7460,20 mph,None
l_8776,n_id7460,n_id7453,20 mph,None
l_8777,n_id7453,n_id7459,20 mph,None
l_8778,n_id7459,n_id7458,20 mph,None
l_8779,n_id7458,n_id7457,20 mph,None
l_8780,n_id7457,n_id7456,20 mph,None
l_8781,n_id7456,n_id7455,20 mph,None
l_8782,n_id7455,n_id7454,20 mph,None
l_8783,n_id7466,n_id7467,20 mph,None
l_8784,n_id2951,n_id7480,20 mph,None
l_8785,n_id4131,n_id7482,20 mph,None
l_8786,n_id2578,n_id7489,20 mph,None
l_8787,n_id7489,n_id7490,20 mph,None
l_8788,n_id291,n_id2262,30 mph,None
l_8789,n_id264,n_id5206,30 mph,None
l_8790,n_id5206,n_id2675,30 mph,None
l_8791,n_id2350,n_id2210,20 mph,None
l_8792,n_id2210,n_id38,20 mph,None
l_8793,n_id38,n_id321,20 mph,None
l_8794,n_id321,n_id7491,20 mph,None
l_8795,n_id37,n_id320,20 mph,None
l_8796,n_id320,n_id2350,20 mph,None
l_8797,n_id1454,n_id37,20 mph,None
l_8798,n_id552,n_id4015,20 mph,None
l_8799,n_id4015,n_id2960,20 mph,None
l_8800,n_id2960,n_id9417,20 mph,None
l_8801,n_id9417,n_id553,20 mph,None
l_8802,n_id556,n_id3239,20 mph,None
l_8803,n_id1086,n_id2672,20 mph,None
l_8804,n_id563,n_id3980,20 mph,None
l_8805,n_id3980,n_id566,20 mph,None
l_8806,n_id566,n_id3976,20 mph,None
l_8807,n_id3976,n_id567,20 mph,None
l_8808,n_id4496,n_id3188,20 mph,None
l_8809,n_id3188,n_id3183,20 mph,None
l_8810,n_id2819,n_id4774,20 mph,None
l_8811,n_id4774,n_id1251,20 mph,None
l_8812,n_id2812,n_id4782,30 mph,None
l_8813,n_id4782,n_id4129,30 mph,None
l_8814,n_id7492,n_id2192,50 mph,None
l_8815,n_id2192,n_id4987,50 mph,None
l_8816,n_id4987,n_id2182,50 mph,None
l_8817,n_id2182,n_id5012,50 mph,None
l_8818,n_id5012,n_id3221,50 mph,None
l_8819,n_id2813,n_id2821,30 mph,circular
l_8820,n_id2821,n_id476,30 mph,circular
l_8821,n_id4509,n_id3850,30 mph,None
l_8822,n_id3850,n_id2813,30 mph,None
l_8823,n_id1706,n_id3838,30 mph,None
l_8824,n_id3838,n_id1704,30 mph,None
l_8825,n_id7496,n_id7497,20 mph,None
l_8826,n_id4757,n_id8529,30 mph,circular
l_8827,n_id8529,n_id126,30 mph,circular
l_8828,n_id1696,n_id127,30 mph,circular
l_8829,n_id2814,n_id6101,30 mph,circular
l_8830,n_id123,n_id3836,30 mph,circular
l_8831,n_id3836,n_id4760,30 mph,circular
l_8832,n_id4760,n_id1703,30 mph,circular
l_8833,n_id1703,n_id4755,30 mph,circular
l_8834,n_id4755,n_id125,30 mph,circular
l_8835,n_id3031,n_id7498,20 mph,None
l_8836,n_id7498,n_id3014,20 mph,None
l_8837,n_id7499,n_id7500,20 mph,None
l_8838,n_id3668,n_id7504,20 mph,None
l_8839,n_id7512,n_id7514,20 mph,None
l_8840,n_id7514,n_id829,20 mph,None
l_8841,n_id7516,n_id7517,20 mph,None
l_8842,n_id8684,n_id7520,20 mph,None
l_8843,n_id7520,n_id7521,20 mph,None
l_8844,n_id7521,n_id2292,20 mph,None
l_8845,n_id2292,n_id8685,20 mph,None
l_8846,n_id7530,n_id7531,20 mph,None
l_8847,n_id7531,n_id7532,20 mph,None
l_8848,n_id7532,n_id7533,20 mph,None
l_8849,n_id7533,n_id7529,20 mph,None
l_8850,n_id7528,n_id7542,20 mph,None
l_8851,n_id7542,n_id7544,20 mph,None
l_8852,n_id7544,n_id7546,20 mph,None
l_8853,n_id7546,n_id7539,20 mph,None
l_8854,n_id7539,n_id7540,20 mph,None
l_8855,n_id7540,n_id7547,20 mph,None
l_8856,n_id7547,n_id7545,20 mph,None
l_8857,n_id7545,n_id7543,20 mph,None
l_8858,n_id7543,n_id7541,20 mph,None
l_8859,n_id7542,n_id7543,20 mph,None
l_8860,n_id7544,n_id7545,20 mph,None
l_8861,n_id7546,n_id7547,20 mph,None
l_8862,n_id7543,n_id7548,20 mph,None
l_8863,n_id7545,n_id7549,20 mph,None
l_8864,n_id7547,n_id7550,20 mph,None
l_8865,n_id7539,n_id7551,20 mph,None
l_8866,n_id7551,n_id7552,20 mph,None
l_8867,n_id3009,n_id7553,20 mph,None
l_8868,n_id7553,n_id7557,20 mph,None
l_8869,n_id7557,n_id7558,20 mph,None
l_8870,n_id7558,n_id7554,20 mph,None
l_8871,n_id7554,n_id7555,20 mph,None
l_8872,n_id7556,n_id7557,20 mph,None
l_8873,n_id7558,n_id7559,20 mph,None
l_8874,n_id3009,n_id7564,20 mph,None
l_8875,n_id7564,n_id7560,20 mph,None
l_8876,n_id7561,n_id7560,20 mph,None
l_8877,n_id7560,n_id7562,20 mph,None
l_8878,n_id7563,n_id7564,20 mph,None
l_8879,n_id7564,n_id7565,20 mph,None
l_8880,n_id3009,n_id7566,20 mph,None
l_8881,n_id5265,n_id5300,20 mph,None
l_8882,n_id7522,n_id7523,20 mph,None
l_8883,n_id7568,n_id8144,20 mph,None
l_8884,n_id8144,n_id3570,20 mph,None
l_8885,n_id7567,n_id7568,20 mph,None
l_8886,n_id6223,n_id6224,20 mph,None
l_8887,n_id7617,n_id7843,20 mph,None
l_8888,n_id7843,n_id7616,20 mph,None
l_8889,n_id7616,n_id7615,20 mph,None
l_8890,n_id7615,n_id7614,20 mph,None
l_8891,n_id7614,n_id7613,20 mph,None
l_8892,n_id7613,n_id7612,20 mph,None
l_8893,n_id7612,n_id7611,20 mph,None
l_8894,n_id7611,n_id7610,20 mph,None
l_8895,n_id7610,n_id7609,20 mph,None
l_8896,n_id7620,n_id7619,20 mph,None
l_8897,n_id7624,n_id7622,20 mph,None
l_8898,n_id3552,n_id9189,20 mph,None
l_8899,n_id9189,n_id3549,20 mph,None
l_8900,n_id3549,n_id30,20 mph,None
l_8901,n_id1557,n_id9188,20 mph,None
l_8902,n_id9188,n_id2172,20 mph,None
l_8903,n_id2172,n_id3552,20 mph,None
l_8904,n_id6100,n_id3482,20 mph,roundabout
l_8905,n_id7639,n_id7640,20 mph,None
l_8906,n_id7640,n_id7641,20 mph,None
l_8907,n_id7643,n_id3789,30 mph,None
l_8908,n_id3789,n_id2491,30 mph,None
l_8909,n_id2491,n_id3448,30 mph,None
l_8910,n_id3448,n_id32,30 mph,None
l_8911,n_id32,n_id1544,30 mph,None
l_8912,n_id1544,n_id1769,30 mph,None
l_8913,n_id7646,n_id1041,50 mph,None
l_8914,n_id7646,n_id6437,20 mph,None
l_8915,n_id6437,n_id6436,20 mph,None
l_8916,n_id6436,n_id9633,20 mph,None
l_8917,n_id9633,n_id1035,20 mph,None
l_8918,n_id1041,n_id119,50 mph,None
l_8919,n_id119,n_id2502,50 mph,None
l_8920,n_id7655,n_id9525,20 mph,None
l_8921,n_id9525,n_id8438,20 mph,None
l_8922,n_id8438,n_id7657,20 mph,None
l_8923,n_id7657,n_id7656,20 mph,None
l_8924,n_id7658,n_id285,20 mph,None
l_8925,n_id6041,n_id9176,20 mph,None
l_8926,n_id9176,n_id7660,20 mph,None
l_8927,n_id7660,n_id6042,20 mph,None
l_8928,n_id7661,n_id9570,20 mph,None
l_8929,n_id9570,n_id7663,20 mph,None
l_8930,n_id7663,n_id7662,20 mph,None
l_8931,n_id7662,n_id9566,20 mph,None
l_8932,n_id7674,n_id7676,20 mph,None
l_8933,n_id7676,n_id7675,20 mph,None
l_8934,n_id7665,n_id7676,20 mph,None
l_8935,n_id7677,n_id7686,20 mph,None
l_8936,n_id7686,n_id7678,20 mph,None
l_8937,n_id5133,n_id7685,20 mph,None
l_8938,n_id7685,n_id7679,20 mph,None
l_8939,n_id7679,n_id5132,20 mph,None
l_8940,n_id7680,n_id7681,20 mph,None
l_8941,n_id7681,n_id7682,20 mph,None
l_8942,n_id7682,n_id7683,20 mph,None
l_8943,n_id7683,n_id7684,20 mph,None
l_8944,n_id7679,n_id7680,20 mph,None
l_8945,n_id7687,n_id7686,20 mph,None
l_8946,n_id3623,n_id3620,30 mph,None
l_8947,n_id3620,n_id3372,30 mph,None
l_8948,n_id7700,n_id5222,20 mph,None
l_8949,n_id1185,n_id1184,20 mph,None
l_8950,n_id1184,n_id7695,20 mph,None
l_8951,n_id7695,n_id1183,20 mph,None
l_8952,n_id2074,n_id5724,20 mph,None
l_8953,n_id7703,n_id2074,20 mph,None
l_8954,n_id7704,n_id7706,20 mph,None
l_8955,n_id7706,n_id7705,20 mph,None
l_8956,n_id2053,n_id7711,20 mph,None
l_8957,n_id7711,n_id5387,20 mph,None
l_8958,n_id5387,n_id7710,20 mph,None
l_8959,n_id7712,n_id7714,20 mph,None
l_8960,n_id7714,n_id7715,20 mph,None
l_8961,n_id7715,n_id7713,20 mph,None
l_8962,n_id2062,n_id7718,20 mph,None
l_8963,n_id7718,n_id7719,20 mph,None
l_8964,n_id7719,n_id7717,20 mph,None
l_8965,n_id7717,n_id7720,20 mph,None
l_8966,n_id7720,n_id7721,20 mph,None
l_8967,n_id7721,n_id7722,20 mph,None
l_8968,n_id7722,n_id7716,20 mph,None
l_8969,n_id7716,n_id7723,20 mph,None
l_8970,n_id7723,n_id7724,20 mph,None
l_8971,n_id7730,n_id7729,20 mph,None
l_8972,n_id2070,n_id9598,20 mph,None
l_8973,n_id9598,n_id7736,20 mph,None
l_8974,n_id7736,n_id7737,20 mph,None
l_8975,n_id5719,n_id6109,20 mph,None
l_8976,n_id5718,n_id7741,20 mph,None
l_8977,n_id7741,n_id5441,20 mph,None
l_8978,n_id6107,n_id8373,20 mph,None
l_8979,n_id8373,n_id6056,20 mph,None
l_8980,n_id6056,n_id9856,20 mph,None
l_8981,n_id9856,n_id6053,20 mph,None
l_8982,n_id6053,n_id4707,20 mph,None
l_8983,n_id6108,n_id6052,20 mph,None
l_8984,n_id6052,n_id9846,20 mph,None
l_8985,n_id9846,n_id6107,20 mph,None
l_8986,n_id5719,n_id5720,20 mph,None
l_8987,n_id5720,n_id7740,20 mph,None
l_8988,n_id7741,n_id7742,20 mph,None
l_8989,n_id7742,n_id7743,20 mph,None
l_8990,n_id7743,n_id7744,20 mph,None
l_8991,n_id7744,n_id7745,20 mph,None
l_8992,n_id7745,n_id7746,20 mph,None
l_8993,n_id7746,n_id7747,20 mph,None
l_8994,n_id7747,n_id7748,20 mph,None
l_8995,n_id7748,n_id7749,20 mph,None
l_8996,n_id1097,n_id7754,20 mph,None
l_8997,n_id7754,n_id7756,20 mph,None
l_8998,n_id7756,n_id7755,20 mph,None
l_8999,n_id7757,n_id7758,20 mph,None
l_9000,n_id7758,n_id7759,20 mph,None
l_9001,n_id7760,n_id7761,20 mph,None
l_9002,n_id7761,n_id7762,20 mph,None
l_9003,n_id7762,n_id7763,20 mph,None
l_9004,n_id7770,n_id5957,20 mph,None
l_9005,n_id7770,n_id7771,20 mph,None
l_9006,n_id5957,n_id9648,20 mph,None
l_9007,n_id9648,n_id8498,20 mph,None
l_9008,n_id7772,n_id7773,20 mph,None
l_9009,n_id2208,n_id7791,20 mph,None
l_9010,n_id1069,n_id4420,30 mph,None
l_9011,n_id4420,n_id73,30 mph,None
l_9012,n_id9070,n_id3456,20 mph,None
l_9013,n_id3456,n_id2206,20 mph,None
l_9014,n_id2206,n_id7942,20 mph,None
l_9015,n_id7942,n_id1104,20 mph,None
l_9016,n_id1104,n_id7941,20 mph,None
l_9017,n_id7941,n_id1105,20 mph,None
l_9018,n_id675,n_id7937,20 mph,None
l_9019,n_id7937,n_id2087,20 mph,None
l_9020,n_id2087,n_id5330,20 mph,None
l_9021,n_id5330,n_id691,20 mph,None
l_9022,n_id691,n_id3450,20 mph,None
l_9023,n_id3450,n_id3451,20 mph,None
l_9024,n_id3451,n_id3455,20 mph,None
l_9025,n_id3455,n_id7794,20 mph,None
l_9026,n_id5928,n_id5929,20 mph,None
l_9027,n_id5929,n_id8778,20 mph,None
l_9028,n_id8778,n_id6079,20 mph,None
l_9029,n_id6079,n_id9569,20 mph,None
l_9030,n_id9569,n_id6078,20 mph,None
l_9031,n_id8779,n_id9568,20 mph,None
l_9032,n_id9568,n_id8781,20 mph,None
l_9033,n_id8781,n_id5964,20 mph,None
l_9034,n_id5964,n_id5962,20 mph,None
l_9035,n_id7800,n_id2102,20 mph,None
l_9036,n_id2102,n_id2101,20 mph,None
l_9037,n_id2101,n_id3545,20 mph,None
l_9038,n_id3545,n_id2164,20 mph,None
l_9039,n_id7164,n_id7158,20 mph,None
l_9040,n_id7158,n_id7156,20 mph,None
l_9041,n_id7156,n_id7163,20 mph,None
l_9042,n_id7163,n_id7154,20 mph,None
l_9043,n_id7154,n_id7162,20 mph,None
l_9044,n_id7162,n_id7161,20 mph,None
l_9045,n_id7159,n_id7158,20 mph,None
l_9046,n_id7149,n_id7160,20 mph,None
l_9047,n_id65,n_id8904,70 mph,None
l_9048,n_id8904,n_id8903,70 mph,None
l_9049,n_id8903,n_id8902,70 mph,None
l_9050,n_id8902,n_id8901,70 mph,None
l_9051,n_id8901,n_id8899,70 mph,None
l_9052,n_id8899,n_id8900,70 mph,None
l_9053,n_id8900,n_id2682,70 mph,None
l_9054,n_id5973,n_id1132,20 mph,None
l_9055,n_id7810,n_id7811,20 mph,None
l_9056,n_id7811,n_id7812,20 mph,None
l_9057,n_id7805,n_id7806,20 mph,None
l_9058,n_id7807,n_id7808,20 mph,None
l_9059,n_id7808,n_id7809,20 mph,None
l_9060,n_id7825,n_id7826,20 mph,None
l_9061,n_id1411,n_id3911,20 mph,None
l_9062,n_id3911,n_id7207,20 mph,None
l_9063,n_id7207,n_id1151,20 mph,None
l_9064,n_id1151,n_id1124,20 mph,None
l_9065,n_id7829,n_id7830,20 mph,None
l_9066,n_id7830,n_id7831,20 mph,None
l_9067,n_id7834,n_id7835,20 mph,None
l_9068,n_id7844,n_id7846,20 mph,None
l_9069,n_id7846,n_id6687,20 mph,None
l_9070,n_id7848,n_id1586,20 mph,None
l_9071,n_id1586,n_id1587,20 mph,None
l_9072,n_id7849,n_id7850,20 mph,None
l_9073,n_id7850,n_id7851,20 mph,None
l_9074,n_id7851,n_id7852,20 mph,None
l_9075,n_id7852,n_id7853,20 mph,None
l_9076,n_id7853,n_id7854,20 mph,None
l_9077,n_id7854,n_id7855,20 mph,None
l_9078,n_id7855,n_id7856,20 mph,None
l_9079,n_id7856,n_id7857,20 mph,None
l_9080,n_id7857,n_id7858,20 mph,None
l_9081,n_id7858,n_id7859,20 mph,None
l_9082,n_id8775,n_id778,20 mph,None
l_9083,n_id7862,n_id8815,20 mph,None
l_9084,n_id8815,n_id7863,20 mph,None
l_9085,n_id7863,n_id7864,20 mph,None
l_9086,n_id7864,n_id7868,20 mph,None
l_9087,n_id7868,n_id7867,20 mph,None
l_9088,n_id8819,n_id8820,20 mph,None
l_9089,n_id8820,n_id7866,20 mph,None
l_9090,n_id7866,n_id7865,20 mph,None
l_9091,n_id7865,n_id7863,20 mph,None
l_9092,n_id7869,n_id7868,20 mph,None
l_9093,n_id7870,n_id7864,20 mph,None
l_9094,n_id8799,n_id8800,20 mph,None
l_9095,n_id8800,n_id8801,20 mph,None
l_9096,n_id8801,n_id8802,20 mph,None
l_9097,n_id8802,n_id8803,20 mph,None
l_9098,n_id8803,n_id8811,20 mph,None
l_9099,n_id8811,n_id7874,20 mph,None
l_9100,n_id7874,n_id7875,20 mph,None
l_9101,n_id7875,n_id4482,20 mph,None
l_9102,n_id4482,n_id3848,20 mph,None
l_9103,n_id1312,n_id7880,20 mph,None
l_9104,n_id4508,n_id8774,20 mph,None
l_9105,n_id8774,n_id4507,20 mph,None
l_9106,n_id1320,n_id7883,20 mph,None
l_9107,n_id7883,n_id4508,20 mph,None
l_9108,n_id4508,n_id8772,20 mph,None
l_9109,n_id8772,n_id8773,20 mph,None
l_9110,n_id8773,n_id7884,20 mph,None
l_9111,n_id7885,n_id1334,20 mph,None
l_9112,n_id6441,n_id7886,20 mph,None
l_9113,n_id7886,n_id7890,20 mph,None
l_9114,n_id7890,n_id7887,20 mph,None
l_9115,n_id7887,n_id7888,20 mph,None
l_9116,n_id7888,n_id7889,20 mph,None
l_9117,n_id7891,n_id7892,20 mph,None
l_9118,n_id7892,n_id7893,20 mph,None
l_9119,n_id7896,n_id7897,20 mph,None
l_9120,n_id7897,n_id7898,20 mph,None
l_9121,n_id7899,n_id7900,20 mph,None
l_9122,n_id7900,n_id7901,20 mph,None
l_9123,n_id7902,n_id7903,20 mph,None
l_9124,n_id2830,n_id7904,20 mph,None
l_9125,n_id7904,n_id7905,20 mph,None
l_9126,n_id7906,n_id7908,20 mph,None
l_9127,n_id7908,n_id7907,20 mph,None
l_9128,n_id7908,n_id7909,20 mph,None
l_9129,n_id7910,n_id7911,20 mph,None
l_9130,n_id7912,n_id1028,20 mph,None
l_9131,n_id7913,n_id7914,20 mph,None
l_9132,n_id7915,n_id7916,20 mph,None
l_9133,n_id5084,n_id7919,20 mph,None
l_9134,n_id7920,n_id7923,20 mph,None
l_9135,n_id7923,n_id9785,20 mph,None
l_9136,n_id9785,n_id7921,20 mph,None
l_9137,n_id7921,n_id9783,20 mph,None
l_9138,n_id9783,n_id7922,20 mph,None
l_9139,n_id7924,n_id7925,20 mph,None
l_9140,n_id7925,n_id6413,20 mph,None
l_9141,n_id7926,n_id7927,20 mph,None
l_9142,n_id7929,n_id7930,20 mph,None
l_9143,n_id7931,n_id7932,20 mph,None
l_9144,n_id7932,n_id7933,20 mph,None
l_9145,n_id1470,n_id2367,20 mph,None
l_9146,n_id2367,n_id7943,20 mph,None
l_9147,n_id7943,n_id7944,20 mph,None
l_9148,n_id1472,n_id7945,20 mph,None
l_9149,n_id7946,n_id7945,20 mph,None
l_9150,n_id7945,n_id7947,20 mph,None
l_9151,n_id7948,n_id7947,20 mph,None
l_9152,n_id7947,n_id7949,20 mph,None
l_9153,n_id7955,n_id7956,20 mph,None
l_9154,n_id7956,n_id7957,20 mph,None
l_9155,n_id7964,n_id7965,20 mph,None
l_9156,n_id7965,n_id7966,20 mph,None
l_9157,n_id2773,n_id7963,20 mph,None
l_9158,n_id7963,n_id7964,20 mph,None
l_9159,n_id7967,n_id7966,20 mph,None
l_9160,n_id7966,n_id7968,20 mph,None
l_9161,n_id7968,n_id7969,20 mph,None
l_9162,n_id1535,n_id7971,20 mph,None
l_9163,n_id7971,n_id7972,20 mph,None
l_9164,n_id7977,n_id7978,20 mph,None
l_9165,n_id7983,n_id2588,20 mph,None
l_9166,n_id2588,n_id245,20 mph,None
l_9167,n_id7991,n_id392,20 mph,None
l_9168,n_id392,n_id5138,20 mph,None
l_9169,n_id7996,n_id2730,20 mph,None
l_9170,n_id7998,n_id7999,20 mph,None
l_9171,n_id7999,n_id8000,20 mph,None
l_9172,n_id8000,n_id9145,20 mph,None
l_9173,n_id9145,n_id8001,20 mph,None
l_9174,n_id8001,n_id8002,20 mph,None
l_9175,n_id3744,n_id3393,20 mph,None
l_9176,n_id3393,n_id3395,20 mph,None
l_9177,n_id3395,n_id3396,20 mph,None
l_9178,n_id3396,n_id546,20 mph,None
l_9179,n_id8008,n_id8009,20 mph,None
l_9180,n_id8009,n_id8010,20 mph,None
l_9181,n_id8012,n_id7962,20 mph,None
l_9182,n_id7962,n_id1573,20 mph,None
l_9183,n_id1573,n_id7970,20 mph,None
l_9184,n_id7970,n_id1534,20 mph,None
l_9185,n_id8014,n_id8013,20 mph,None
l_9186,n_id8013,n_id8012,20 mph,None
l_9187,n_id8017,n_id7961,20 mph,None
l_9188,n_id8016,n_id8015,20 mph,None
l_9189,n_id2567,n_id8022,20 mph,None
l_9190,n_id8022,n_id7960,20 mph,None
l_9191,n_id7960,n_id8020,20 mph,None
l_9192,n_id8020,n_id1531,20 mph,None
l_9193,n_id8023,n_id8021,20 mph,None
l_9194,n_id8021,n_id8022,20 mph,None
l_9195,n_id2620,n_id8024,20 mph,None
l_9196,n_id8028,n_id8029,20 mph,None
l_9197,n_id8036,n_id8037,20 mph,None
l_9198,n_id8037,n_id8038,20 mph,None
l_9199,n_id8038,n_id8039,20 mph,None
l_9200,n_id906,n_id8048,20 mph,None
l_9201,n_id8049,n_id8050,20 mph,None
l_9202,n_id5561,n_id8052,20 mph,None
l_9203,n_id8055,n_id8056,20 mph,None
l_9204,n_id2205,n_id8058,20 mph,None
l_9205,n_id8058,n_id8059,20 mph,None
l_9206,n_id960,n_id8060,20 mph,None
l_9207,n_id8067,n_id8068,20 mph,None
l_9208,n_id8069,n_id8070,20 mph,None
l_9209,n_id8071,n_id8072,20 mph,None
l_9210,n_id8072,n_id8073,20 mph,None
l_9211,n_id8075,n_id8076,20 mph,None
l_9212,n_id801,n_id8085,20 mph,None
l_9213,n_id2986,n_id8088,20 mph,None
l_9214,n_id8088,n_id8086,20 mph,None
l_9215,n_id8086,n_id8087,20 mph,None
l_9216,n_id7604,n_id8090,20 mph,None
l_9217,n_id8111,n_id8112,20 mph,None
l_9218,n_id8112,n_id8113,20 mph,None
l_9219,n_id8113,n_id8119,20 mph,None
l_9220,n_id8119,n_id8114,20 mph,None
l_9221,n_id8114,n_id8115,20 mph,None
l_9222,n_id8115,n_id8111,20 mph,None
l_9223,n_id1316,n_id8116,20 mph,None
l_9224,n_id1353,n_id8121,20 mph,None
l_9225,n_id8122,n_id8123,20 mph,None
l_9226,n_id8123,n_id8121,20 mph,None
l_9227,n_id8121,n_id8124,20 mph,None
l_9228,n_id8124,n_id8125,20 mph,None
l_9229,n_id1246,n_id8127,20 mph,None
l_9230,n_id8127,n_id8128,20 mph,None
l_9231,n_id8134,n_id8135,20 mph,None
l_9232,n_id8136,n_id8137,20 mph,None
l_9233,n_id629,n_id8140,20 mph,None
l_9234,n_id6226,n_id8141,20 mph,None
l_9235,n_id2549,n_id6720,20 mph,None
l_9236,n_id6720,n_id1095,20 mph,None
l_9237,n_id1095,n_id1096,20 mph,None
l_9238,n_id8146,n_id723,20 mph,None
l_9239,n_id1781,n_id1692,20 mph,None
l_9240,n_id1384,n_id1383,20 mph,None
l_9241,n_id4858,n_id4857,20 mph,None
l_9242,n_id4489,n_id4858,20 mph,None
l_9243,n_id238,n_id10044,20 mph,None
l_9244,n_id10044,n_id10046,20 mph,None
l_9245,n_id10046,n_id10053,20 mph,None
l_9246,n_id10053,n_id2476,20 mph,None
l_9247,n_id2476,n_id2393,20 mph,None
l_9248,n_id2393,n_id2392,20 mph,None
l_9249,n_id1131,n_id8155,20 mph,None
l_9250,n_id8155,n_id360,20 mph,None
l_9251,n_id6491,n_id2904,20 mph,None
l_9252,n_id121,n_id9010,30 mph,None
l_9253,n_id9010,n_id6124,30 mph,None
l_9254,n_id6124,n_id2816,30 mph,None
l_9255,n_id803,n_id7010,30 mph,None
l_9256,n_id7010,n_id1248,30 mph,None
l_9257,n_id3164,n_id8176,30 mph,None
l_9258,n_id8176,n_id803,30 mph,None
l_9259,n_id1248,n_id2816,30 mph,None
l_9260,n_id3130,n_id8560,30 mph,None
l_9261,n_id8560,n_id3835,30 mph,None
l_9262,n_id3835,n_id4755,30 mph,None
l_9263,n_id3130,n_id3183,30 mph,None
l_9264,n_id3183,n_id122,30 mph,None
l_9265,n_id122,n_id8178,30 mph,None
l_9266,n_id8178,n_id8179,30 mph,None
l_9267,n_id7381,n_id8187,20 mph,None
l_9268,n_id8187,n_id8188,20 mph,None
l_9269,n_id8188,n_id8181,20 mph,None
l_9270,n_id8511,n_id8512,20 mph,None
l_9271,n_id8512,n_id8513,20 mph,None
l_9272,n_id8513,n_id8496,20 mph,None
